,title,score
0,한옥집김치찜본점,3.5
1,오르조 애프터8,4.0
2,빠넬로,3.5
3,우동 카덴,4.0
4,갈리나데이지,4.0
5,후스커피,4.0
6,Fillmore,5.0
7,속시원한대구탕,3.0
8,프릳츠 도화점,5.0
9,IL CHIASSO ,4.0
10,아트리오 콘래드서울,5.0
11,테일러커피 연남 1호점,5.0
12,털보고된이본점,4.0
13,세상의모든아침,5.0
14,VERYSTREETKITCHEN,4.0
15,르블란서,5.0
16,트라토리아 몰토,5.0
17,김추일무한리필돈까스,2.0
18,목란,4.0
19,오스테리아샘킴,4.0
