,title,score
0,커피해피,4.0
1,인디안커리,5.0
2,살라타이 분당정자점,4.0
3,앙코라커피,5.0
4,진우동,5.0
5,스시코마츠,5.0
6,진이네 떡볶이,5.0
7,한아람,5.0
8,줄라이,4.0
9,워킹온더클라우드,4.0
10,봉피양 방이점,4.0
11,일일향 1호점,4.0
12,우래옥 강남점,3.0
13,갯벌의진주,4.0
14,밀탑 현대백화점압구정본점,5.0
15,애플하우스,3.0
16,신다신,4.0
17,함흥냉면옥,5.0
18,레이디엠 케익,5.0
19,간지고,4.0
