,title,score
0,런더너,3.5
1,란주쿠,3.0
2,남해중현떡집,2.5
3,대만야시장 홍대정문점,2.5
4,사운드카페 소리,2.5
5,남천해물전문점,2.5
6,송추가마골 하남미사점,3.0
7,물레방아,3.5
8,데네브,2.5
9,본만두,3.0
10,오스시,2.5
11,원조강정매운탕,2.5
12,맛나집,3.0
13,1LL,3.0
14,태평진미집 ,3.5
15,코코브루니 압구정점,2.5
16,혜민당,2.5
17,매암제다원,3.0
18,이월로스터스 송파점,3.0
19,허가네연탄불고기,3.0
