,title,score
0,왕관식당,4.0
1,쥬안,5.0
2,팔선,3.0
3,한가네닭발,5.0
4,일미장어,5.0
5,원미면옥,3.0
6,성심당 대전역점,4.0
7,고사소요,3.0
8,오씨칼국수,5.0
9,수빈,5.0
10,명동할매낙지,3.0
11,로보쿡,5.0
12,봉이호떡,4.0
13,폴앤폴리나,5.0
14,조인셰프뉴욕,3.0
15,참맛집,5.0
16,유락손칼국수,4.0
17,만두집,3.0
18,베질루르,3.0
19,까올리포차나,5.0
