,title,score
0,리안,4.0
1,독도쭈꾸미 성내점,4.0
2,정식당,3.0
3,55도와인앤다인,4.0
4,신길동매운짬뽕,3.0
5,유창반점,3.0
6,국일생갈비,4.0
7,고마대구탕,4.0
8,매콤돈까스&칡불냉면,4.0
9,부바스,4.0
10,이재모피자,4.0
11,옛날오막집,4.0
12,한일관 영등포타임스퀘어점,4.0
13,8번식당,3.0
14,할매가야밀면,4.0
15,올리비아,3.0
16,구포촌국수,5.0
17,원조호수삼계탕,3.0
18,미즈컨테이너 ,4.0
19,그릴파이브타코(홍대점) ,3.0
