,title,score
0,양양메밀막국수,3.0
1,파센토,2.5
2,부산식당,2.5
3,대소식당,2.5
4,버거웍스,2.5
5,란이,3.0
6,한국인의밥상,3.0
7,김정래셰프의중화요리,2.5
8,메이란,3.0
9,보바베어 ,3.0
10,분타이,3.0
11,테라로사 코엑스점,2.5
12,해장국집,3.0
13,오린지,3.0
14,상생장,2.5
15,데네브,2.5
16,신사식탁,2.5
17,이꼬이앤스테이,3.0
18,Joy Hing Roasted Meat (조이힝),3.0
19,이래참치앤초밥,3.0
