,title,score
0,광화문국밥,3.0
1,헌터스문 종각점,2.5
2,무량원식당,2.5
3,은성게장,3.0
4,좋구먼 과천점,3.0
5,여기서먹자횟집,2.5
6,금천한우타운,2.5
7,청춘예찬,3.0
8,정씨부엌,3.0
9,이게국수집,2.5
10,letter_from___,2.5
11,동방커피,2.5
12,히토메보레,2.5
13,스바라시라멘,2.5
14,진미시골수라상,2.5
15,일품칼국수,2.5
16,희양양,3.0
17,고집불통두루치기,2.5
18,여수낭만포차거리,3.0
19,핏제리아루카,2.5
