,title,score
0,오엔,4.0
1,삼성원조양곱창,5.0
2,루스티크,4.0
3,목포자매집,3.0
4,트라토리아 몰토,4.0
5,우면산꽁보리밥집,4.0
6,루카511,3.0
7,Just Steak,4.0
8,대우식당,4.0
9,슈치쿠,5.0
10,곰바위 본점,4.0
11,오룸다이닝,4.0
12,톡톡,5.0
13,진대감 신사점,5.0
14,토끼정 강남점,3.0
15,백리향,4.0
16,원조호수삼계탕,4.0
17,호텔 리츠칼튼 서울 하나조노,5.0
18,롤링핀,4.0
19,목로평양만두국,4.0
