,title,score
0,초당할머니순두부,3.0
1,희락반점,3.5
2,창녕집,2.5
3,풍년오리박사,3.0
4,쁘리모,2.5
5,삼김,2.5
6,마라도990스시,3.0
7,둥지횟집,3.0
8,친친 그란데,3.0
9,을지다방,2.5
10,이비가짬뽕,2.5
11,한탄강오두막골,3.0
12,우리밀칼국수,3.0
13,해가횟집,2.5
14,고가길구공탄,3.0
15,더써드플레이스,2.5
16,랍스타코,3.0
17,AUN,2.5
18,속초생태집,3.5
19,여수게장나라,2.5
