,title,score
0,교자의신,2.5
1,강릉불고기,3.0
2,딘타이펑 강남역점,3.5
3,삼거리먼지막순대국,3.5
4,라망시크레,3.0
5,춘 2호점,3.0
6,풀잎채 김포점,2.5
7,오스테리아 오르조,3.5
8,ever amuse,2.5
9,캔모아 충장로2호점,2.5
10,오디너리디저트,2.5
11,라이팸,3.0
12,행온,2.5
13,백철판0410 광복로점,3.0
14,삼계촌 삼계탕,3.0
15,에스트레야,2.5
16,소로,3.0
17,성동떡방앗간,2.5
18,저팔계,3.0
19,동방커피,2.5
