,title,score
0,파라다이스플러스,3.0
1,캘리인더볼,3.0
2,허수아비,3.0
3,돌팀이횟집,2.5
4,일조수사,3.0
5,궁중왕족발,2.5
6,삐삐네메밀전,3.0
7,오라방,3.0
8,아사도르연,2.5
9,THEKITCHEN,3.0
10,알콜트리펍,2.5
11,아프리카앤소울,3.0
12,토끼정,3.0
13,장수가든,3.0
14,싸릿골초가,2.5
15,맛있는 광안 닭도리,3.0
16,중화복춘,3.5
17,베이커스,3.0
18,태순집,2.5
19,허벅식당,3.0
