,title,score
0,워킹온더클라우드,3.0
1,삼성원조양곱창,3.0
2,메종 드 라 카테고리,4.0
3,목포자매집,5.0
4,차이린,3.0
5,대우식당,5.0
6,톡톡,4.0
7,신미식당,5.0
8,남포면옥,5.0
9,롤링핀,4.0
10,호텔 리츠칼튼 서울 하나조노,3.0
11,마담밍,3.0
12,신사소곱창 신사본점,4.0
13,백리향,4.0
14,송강,3.0
15,슈치쿠,3.0
16,우면산꽁보리밥집,4.0
17,목로평양만두국,3.0
18,루스티크,4.0
19,곰바위 본점,4.0
