,title,score
0,엠아이알오,3.5
1,구옹진식당,2.5
2,몬스터파이,3.0
3,카츠안,3.5
4,선하다527,3.5
5,해주냉면,2.5
6,으랏차차스시야,2.5
7,웬디스키친,3.0
8,파이브테이블 ,3.0
9,남천해물전문점,2.5
10,개미집,2.5
11,챠오챠오교자,3.0
12,이정 부대찌개,2.5
13,만리궁,3.5
14,황우마을,2.5
15,수라선 역삼점,3.0
16,나투라콤마,3.0
17,화통삼 신제주점,3.0
18,빅돈부리,2.5
19,부첼리하우스,3.0
