,title,score
0,조광 201,2.5
1,피쉬 앤 시사이드 키친,3.0
2,크랩잭 홍대점,3.0
3,현담원 그릴,3.5
4,유니크디저트,3.5
5,고향초가집,3.0
6,한우리가든,2.5
7,해암식당,3.0
8,사운드카페 소리,3.0
9,야수곱창,3.0
10,산마루들녘에,2.5
11,경성함바그,2.5
12,하드투포겟 이태원점,3.5
13,진월당,3.0
14,호우메이디저트연구소,3.0
15,소소하게,3.0
16,국수9단,2.5
17,OZ,2.5
18,길촌쭈꾸미,3.0
19,키햐아,2.5
