,title,score
0,아지노야,5.0
1,이치란,4.0
2,르쁘띠푸,5.0
3,도림 롯데호텔부산,4.0
4,드래곤만두,5.0
5,새벽집 청담동점,5.0
6,미술관옆집,5.0
7,철판남,5.0
8,록키마운틴초콜릿팩토리 광화문D타워점,5.0
9,오설록티하우스 명동점,4.0
10,켄비멘RIKI,3.0
11,서울서둘째로잘하는집,5.0
12,바토스 이태원점,5.0
13,어니언,5.0
14,제주국수,2.0
15,놈파스타,3.0
16,스모키러버스,4.0
17,빅스텝커피,2.0
18,오징어한마리매운떡볶이,4.0
19,마이373,3.0
