,title,score
0,미나미,3.0
1,삼거리먼지막순대국,4.0
2,괴산식당,5.0
3,우성갈비,5.0
4,평양면옥,1.0
5,보성식당,3.0
6,태조대림감자국,3.0
7,진미식당,3.0
8,외고집설렁탕,3.0
9,미 피아체,3.0
10,군포해물탕,5.0
11,참나무숯불에닭이만나는순간,3.0
12,이모네손칼국수,5.0
13,주,4.0
14,문래대구탕,3.0
15,원주추어탕,3.0
16,만다린,4.0
17,을밀대 평양냉면,4.0
18,마포본가 사당본점,3.0
19,미유끼,4.0
