,title,score
0,밤새우는닭,5.0
1,진골목식당,4.0
2,긴류오사카 종로직영점,3.0
3,몽중헌 청담점,3.0
4,장여사의나뭇잎손만두,4.0
5,인디안참숯구이,3.0
6,본전돼지국밥,4.0
7,회사원,5.0
8,안동국시,4.0
9,존슨네 치즈등갈비 서면점,5.0
10,페어링룸,3.0
11,날마다좋은집,5.0
12,대동면옥,3.0
13,대구반야월막창동호점,3.0
14,마산곱창,5.0
15,콩부인,4.0
16,라벨라쿠치나,4.0
17,르챔버,5.0
18,내호냉면,5.0
19,셰프의찜닭,5.0
