,title,score
0,장수보쌈,3.5
1,봉래식당,3.0
2,나도미분식,2.5
3,헤일리스카페,2.5
4,첸트로,3.5
5,네네치킨 연동점,2.5
6,이수정원조뼈다귀,2.5
7,삼산가든,2.5
8,정나루,2.5
9,미켈고깃집,3.0
10,쉐푸스,3.0
11,배꼽한정식,2.5
12,옛집,3.0
13,송정 세컨드글라스,3.0
14,마녀카롱,3.0
15,마초부엌,3.0
16,FFCOFFEE,3.0
17,테이블온더문,2.5
18,후진활어센터,3.0
19,우마이초밥,3.0
