,title,score
0,비금도청담점,3.0
1,쥬안,3.0
2,LeTAO,5.0
3,대도식당 왕십리본점,3.0
4,미나미,5.0
5,시골야채된장,3.0
6,대성집,3.0
7,삼성국수,4.0
8,까사델비노 청담점,3.0
9,산월수제비,3.0
10,굴다리식당,5.0
11,미미면가,5.0
12,유락손칼국수,4.0
13,PETRA,3.0
14,하카타분코,5.0
15,긴자바이린종로점,3.0
16,비앙 에트르 ,4.0
17,명화원,5.0
18,올리아키친앤그로서리,5.0
19,신토불이 떡볶이 본점,4.0
