,title,score
0,메콩타이 세종점,4.0
1,연탄에 꿀통,5.0
2,제주숯놈,5.0
3,호호불닭발,4.0
4,JS가든 현대백화점판교점,4.0
5,동명,5.0
6,부광 꽃게전문점 ,4.0
7,황소대장,4.0
8,서일순대국,4.0
9,더플라잉팬화이트,4.0
10,리김밥,4.0
11,미 피아체,5.0
12,부일갈비,4.0
13,수사 광화문 디타워점,5.0
14,논현삼계탕,3.0
15,고디바(GODIVA) 신사점,3.0
16,비스트로서울,4.0
17,산호,5.0
18,시리얼 고메,5.0
19,빌라 드 스파이시 가로수길점,5.0
