,title,score
0,강식당,5.0
1,새벽집 청담동점,4.0
2,하카타분코,4.0
3,필동면옥,5.0
4,토속촌,4.0
5,미사리밀빛초계국수본점,3.0
6,하동관 스타필드코엑스몰점,4.0
