,title,score
0,이꼬이,5.0
1,파크로얄,5.0
2,카페마마스 서소문점,4.0
3,무명식당 성북동점,5.0
4,역전회관,5.0
5,프릳츠 도화점,5.0
6,라무진,4.0
7,밍글스,5.0
