,title,score
0,불불이족발 분당오리점,2.5
1,카페필립,2.5
2,어부횟집,2.5
3,어멍,3.0
4,THE김밥 갈마점,3.0
5,다람쥐식탁 ,3.0
6,카페 희다,3.0
7,김볶스테이션,3.0
8,피자팜비어,3.0
9,꽃밭,3.0
10,소도둑,2.5
11,그레이스538,3.0
12,홍대개미 은행점,2.5
13,오복만숯불갈비,2.5
14,스시키요시,3.5
15,서울감자탕,3.0
16,두블르베,2.5
17,장터쌈밥,3.0
18,쓰부,2.5
19,에이투지카페 ,2.5
