,title,score
0,로이즈 롯데월드몰점,3.0
1,마루샤브 부평점,4.0
2,보드람치킨 부평점,4.0
3,김씨화덕,4.0
4,차오름 타임스퀘어점,5.0
5,르사이공 타임스퀘어점,4.0
6,부자피자 압구정갤러리아점,4.0
7,김명자굴국밥,4.0
8,연화방 현대백화점판교점,5.0
9,까사베르데,3.0
10,아이올라,3.0
11,키스더스파이스,4.0
12,낭만옵빠,4.0
13,샌드팜,3.0
14,영동소금구이 신사점,4.0
15,옛날순대전문점,4.0
16,김치앤보쌈,4.0
17,더키친11븐스,4.0
18,하노이바게트,4.0
19,이종구 낙지세상,4.0
