,title,score
0,덕후선생,3.5
1,한남소관,3.5
2,스시기요이,3.0
3,스위트앤카츠,3.0
4,카페룸즈,2.5
5,신풍식육식당,2.5
6,회사,2.5
7,목포독천낙지,2.5
8,공화춘수타왕손짜장,2.5
9,잇츠,3.0
10,서종타워카페,2.5
11,다찜,3.0
12,와르바시,3.0
13,아임파인 카페,3.0
14,제이에스가든웍,3.5
15,더테이블,2.5
16,명성불고기,3.0
17,위치스커피 대학로점,3.0
18,에버델리,3.0
