,title,score
0,옛터촌국수 본점,2.5
1,고려당,3.0
2,예원감자탕,3.0
3,에무 또르뚜가,3.0
4,재연식당,3.5
5,마라도990스시,3.5
6,사담손만두,3.0
7,토라네코,3.0
8,무한게장,3.0
9,청춘다락방,2.5
10,포앤타이,3.0
11,매운여자 In Bunker,3.0
12,고디바 파주프리미엄아울렛점,2.5
13,어피니티,3.0
14,아마네라면,3.0
15,퀴헨,2.5
16,요상한집,2.5
17,빽가네 화족발,3.0
18,쪼쪼찜닭,3.0
19,바오바,3.0
