,title,score
0,푸치니가꿈꾸는작은정원,5.0
1,꼬또 IFC몰점,5.0
2,오목집 목동 본점,5.0
3,Al Choc,5.0
4,삼우치킨센타,5.0
5,씨앗호떡,3.0
6,쥬안,5.0
7,호텔 리츠칼튼 서울 하나조노,5.0
8,오키친3,5.0
9,정든식당,5.0
10,광암막국수,5.0
11,등촌샤브칼국수,5.0
12,브레드피트,5.0
13,몬나니떡볶이,4.0
14,줄라이,5.0
15,삼청동호떡,5.0
16,강서복집,5.0
17,개미집,5.0
18,부산식육식당,5.0
19,미성당납작만두본점,4.0
